cn,indeg_in_subgraph,depth,arxiv_id,doi,inspire_url,title
889546,6,2,1102.2696,10.1103/PhysRevLett.106.172002,https://inspirehep.net/literature/889546,"Measurement of Dijet Azimuthal Decorrelations in $pp$ Collisions at $\sqrt{s}=7$ TeV"
901427,6,2,1105.5171,10.1103/PhysRevD.84.094014,https://inspirehep.net/literature/901427,"An Exclusive Soft Function for Drell-Yan at Next-to-Next-to-Leading Order"
902298,6,2,1106.0266,10.1103/PhysRevLett.107.152002,https://inspirehep.net/literature/902298,"QCD Resummation for Single Spin Asymmetries"
920222,6,2,1107.5294,10.1007/JHEP10(2011)021,https://inspirehep.net/literature/920222,"Bessel-Weighted Asymmetries in Semi Inclusive Deep Inelastic Scattering"
866728,6,3,1008.5322,10.1103/PhysRevD.83.074008,https://inspirehep.net/literature/866728,"Semiinclusive DIS cross sections and spin asymmetries in the quantum statistical parton distributions approach"
879389,6,3,1012.0836,10.1016/j.nuclphysb.2011.03.017,https://inspirehep.net/literature/879389,"Reweighting NNPDFs: the W lepton asymmetry"
1082012,6,3,1112.4423,10.1103/PhysRevLett.108.242003,https://inspirehep.net/literature/1082012,"Calculation of TMD Evolution for Transverse Single Spin Asymmetry Measurements"
1126143,6,3,1208.1281,10.1140/epjc/s10052-013-2636-y,https://inspirehep.net/literature/1126143,"Model-Independent Evolution of Transverse Momentum Dependent Distribution Functions (TMDs) at NNLL"
745992,6,4,nucl-th/0703019,10.1103/PhysRevC.76.041902,https://inspirehep.net/literature/745992,"Jet modification in three dimensional fluid dynamics at next-to-leading twist"
830113,6,4,0909.0268,10.1103/PhysRevD.81.074010,https://inspirehep.net/literature/830113,"Experimental consistency in parton distribution fitting"
878904,6,4,1012.0286,10.1103/PhysRevLett.106.122301,https://inspirehep.net/literature/878904,"Nuclear Corrections in Neutrino-Nucleus DIS and Their Compatibility with Global NPDF Analyses"
882534,6,4,1012.5382,10.1016/j.physletb.2011.03.012,https://inspirehep.net/literature/882534,"Measurement of the production cross section for W-bosons in association with jets in $pp$ collisions at $\sqrt{s}=7$ TeV with the ATLAS detector"
921788,6,4,1108.0566,10.1007/JHEP10(2011)007,https://inspirehep.net/literature/921788,"Measurement of the Drell-Yan Cross Section in $pp$ Collisions at $\sqrt{s}=7$ TeV"
645925,5,1,hep-ph/0403089,10.1088/0954-3899/30/8/019,https://inspirehep.net/literature/645925,"Jet tomography"
707752,5,1,hep-ph/0604226,"",https://inspirehep.net/literature/707752,"Single spin asymmetries and gauge invariance in hard scattering processes"
847380,5,1,1003.0482,10.1103/PhysRevLett.105.062001,https://inspirehep.net/literature/847380,"Non-Universality of Transverse Momentum Dependent Parton Distributions at Small-x"
708136,5,2,hep-ph/0601048,10.1016/j.physletb.2006.02.058,https://inspirehep.net/literature/708136,"Borel resummation of soft gluon radiation and higher twists"
725504,5,2,hep-ph/0609066,10.1103/PhysRevD.76.074015,https://inspirehep.net/literature/725504,"Drell-Yan production and Lam-Tung relation in the color glass condensate formalism"
760564,5,2,0709.1752,10.1143/PTP.118.581,https://inspirehep.net/literature/760564,"Transversely Polarized Drell-Yan Process and Soft Gluon Resummation in QCD"
776567,5,2,0801.0026,10.1016/j.physletb.2008.02.056,https://inspirehep.net/literature/776567,"Double-spin asymmetries for small-Q(T) Drell-Yan pair production in transversely polarized p anti-p collisions"
785192,5,2,0805.1049,10.1088/1126-6708/2008/10/113,https://inspirehep.net/literature/785192,"Angular correlations in multi-jet final states from k-perpendicular - dependent parton showers"
801368,5,2,0811.0224,10.1016/j.physletb.2009.04.071,https://inspirehep.net/literature/801368,"Partonic State and Single Transverse Spin Asymmetries in Semi Inclusive DIS"
836174,5,2,0911.1031,"",https://inspirehep.net/literature/836174,"Understanding the evolution of transverse-momentum dependent parton densities"
852080,5,2,1004.2489,10.1103/PhysRevLett.105.092002,https://inspirehep.net/literature/852080,"N-Jettiness: An Inclusive Event Shape to Veto Jets"
857993,5,2,1006.2144,10.1007/JHEP09(2010)084,https://inspirehep.net/literature/857993,"Giant QCD K-factors beyond NLO"
872641,5,2,1010.1934,10.22323/1.119.0053,https://inspirehep.net/literature/872641,"Role and Properties of Wilson Lines in Transverse-Momentum-Dependent Parton Distribution Functions"
894312,5,2,1103.5699,10.1103/PhysRevLett.106.241801,https://inspirehep.net/literature/894312,"First Measurement of the Angular Coefficients of Drell-Yan $e^{+}e^{-}$ pairs in the Z Mass Region from $p\bar{p}$ Collisions at $\sqrt{s}$ = 1.96 TeV"
725660,5,3,hep-ph/0609080,10.1103/PhysRevD.74.094008,https://inspirehep.net/literature/725660,"Single-Spin Observables and Orbital Structures in Hadronic Distributions"
745149,5,3,hep-ph/0702244,10.1088/1126-6708/2007/08/030,https://inspirehep.net/literature/745149,"NNLO Logarithmic Expansions and Precise Determinations of the Neutral Currents near the Z Resonance at the LHC: The Drell-Yan case"
748795,5,3,0704.2292,10.1103/PhysRevD.75.094012,https://inspirehep.net/literature/748795,"Double transverse spin asymmetry in the p up anti-p up Drell-Yan process from Sivers functions"
852545,5,3,1004.3653,10.1007/JHEP06(2010)094,https://inspirehep.net/literature/852545,"Calculation of the quark and gluon form factors to three loops in QCD"
879362,5,3,1011.5247,"",https://inspirehep.net/literature/879362,"Parton distributions at the dawn of the LHC"
1089398,5,3,1202.3794,10.1103/PhysRevD.85.114009,https://inspirehep.net/literature/1089398,"A QCD Analysis of Double Parton Scattering: Color Correlations, Interference Effects and Evolution"
