cn,arxiv_id,doi,inspire_url,title
800431,0810.4274,10.1103/PhysRevD.79.074023,https://inspirehep.net/literature/800431,"Dynamical NNLO parton distributions"
800964,0810.5212,10.1016/j.physletb.2009.08.052,https://inspirehep.net/literature/800964,"Lorentz invariance relations between parton distributions and the Wandzura-Wilczek approximation"
801368,0811.0224,10.1016/j.physletb.2009.04.071,https://inspirehep.net/literature/801368,"Partonic State and Single Transverse Spin Asymmetries in Semi Inclusive DIS"
801548,0811.0445,10.1134/S0021364008240016,https://inspirehep.net/literature/801548,"Jet quenching with running coupling including radiative and collisional energy losses"
801629,0811.0675,10.1103/PhysRevC.79.048201,https://inspirehep.net/literature/801629,"The Uncertainties due to quark energy loss on determining nuclear sea quark distribution from nuclear Drell-Yan data"
802263,"",10.3204/DESY-THESIS-2008-032,https://inspirehep.net/literature/802263,"Transverse spin effects in polarized semi inclusive deep inelastic scattering"
802477,0811.2024,10.1142/S0218301309013737,https://inspirehep.net/literature/802477,"Applied High Energy QCD"
803296,0811.3662,10.1103/PhysRevD.79.054007,https://inspirehep.net/literature/803296,"Low-mass lepton pair production at large transverse momentum"
803357,0811.3862,10.1134/S106377961001003X,https://inspirehep.net/literature/803357,"Mechanism of single-spin asymmetries generation in the inclusive hadron processes"
803693,0811.4589,10.1103/PhysRevLett.102.182001,https://inspirehep.net/literature/803693,"Measurement of Angular Distributions of Drell-Yan Dimuons in p + p Interactions at 800-GeV/c"
803697,0811.4596,10.1142/9789814277785_0018,https://inspirehep.net/literature/803697,"TMDs and Drell-Yan Experiments at Fermilab and J-PARC"
804247,0812.0734,10.1140/epjc/s10052-009-0965-7,https://inspirehep.net/literature/804247,"Kinematic distributions and nuclear effects of J/psi production in 920-GeV fixed-target proton-nucleus collisions"
805011,0812.2208,10.1088/0034-4885/73/1/016201,https://inspirehep.net/literature/805011,"Spin-polarized high-energy scattering of charged leptons on nucleons"
805340,0812.2862,10.1016/j.nuclphysb.2009.02.014,https://inspirehep.net/literature/805340,"Transverse-momentum resummation: A Perturbative study of Z production at the Tevatron"
805783,0812.3783,10.1103/PhysRevLett.102.172003,https://inspirehep.net/literature/805783,"Partonic pole matrix elements for fragmentation"
805961,0812.4207,10.1016/j.cpc.2009.10.004,https://inspirehep.net/literature/805961,"Standard SANC Modules"
806077,0812.4448,10.1016/j.physletb.2009.04.033,https://inspirehep.net/literature/806077,"Determination of strange sea distributions from νN deep inelastic scattering"
806088,0812.4484,10.1103/PhysRevD.79.114022,https://inspirehep.net/literature/806088,"QCD Evolution of the Transverse Momentum Dependent Correlations"
806697,"",10.2172/945409,https://inspirehep.net/literature/806697,"The Differential Cross Section Distribution of Drell-Yan Dielectron Pairs in the z Boson Mass Region"
810028,0809.4283,10.1140/epjc/s10052-009-1030-2,https://inspirehep.net/literature/810028,"Renormalization-Group Improved Prediction for Higgs Production at Hadron Colliders"
810127,0901.0002,10.1140/epjc/s10052-009-1072-5,https://inspirehep.net/literature/810127,"Parton distributions for the LHC"
811292,0901.2785,10.1134/S106377881010011X,https://inspirehep.net/literature/811292,"NLO QCD corrections to Drell-Yan processes in the SANC framework"
811359,0901.2966,10.1088/0253-6102/53/2/21,https://inspirehep.net/literature/811359,"Single Transverse Spin Asymmetries at Parton Level"
811385,0901.3078,10.1103/PhysRevD.79.054010,https://inspirehep.net/literature/811385,"Sivers effect in Drell-Yan processes"
811675,0901.3601,10.1016/j.physletb.2009.06.041,https://inspirehep.net/literature/811675,"Drell-Yan Lepton Pair Azimuthal Asymmetry in Hadronic Processes"
811765,0901.3831,10.1007/978-3-642-01539-7_13,https://inspirehep.net/literature/811765,"Color Deconfinement and Charmonium Production in Nuclear Collisions"
812065,0901.4341,10.1088/1126-6708/2009/05/028,https://inspirehep.net/literature/812065,"On the phenomenology of a two-Higgs-doublet model with maximal CP symmetry at the LHC"
812972,0902.1678,"",https://inspirehep.net/literature/812972,"Understanding the Structure of the Proton: From HERA and Tevatron to LHC"
813912,0902.3718,10.1103/PhysRevD.79.054008,https://inspirehep.net/literature/813912,"Pretzelosity h(1T)**perpendicular and quark orbital angular momentum"
814088,0902.4154,10.1088/1126-6708/2009/04/065,https://inspirehep.net/literature/814088,"EPS09: A New Generation of NLO and LO Nuclear Parton Distribution Functions"
814914,0903.1271,10.1103/PhysRevD.79.094012,https://inspirehep.net/literature/814914,"Azimuthal spin asymmetries in light-cone constituent quark models"
814994,0903.1474,10.1016/j.nuclphysa.2009.05.027,https://inspirehep.net/literature/814994,"Soft Physics from RHIC to LHC"
815114,0903.1798,10.1088/1126-6708/2009/06/033,https://inspirehep.net/literature/815114,"Nonperturbative Effect in Threshold Resummation"
815159,0903.1886,10.1103/PhysRevD.79.094028,https://inspirehep.net/literature/815159,"Transverse momentum distributions of quarks in the nucleon from the Chiral Quark Soliton Model"
815903,0903.3490,10.1103/PhysRevD.80.014021,https://inspirehep.net/literature/815903,"Transverse momentum dependent distribution functions in a covariant parton model approach with quark orbital motion"
815957,0903.3629,10.1103/PhysRevLett.103.172001,https://inspirehep.net/literature/815957,"Testing the Time-Reversal Modified Universality of the Sivers Function"
816394,0903.4680,10.1103/PhysRevLett.103.052001,https://inspirehep.net/literature/816394,"Collins Fragmentation and the Single Transverse Spin Asymmetry"
816486,0903.4886,10.1103/PhysRevC.80.054907,https://inspirehep.net/literature/816486,"High-pT pi0 Production with Respect to the Reaction Plane in Au + Au Collisions at s(NN)**(1/2) = 200-GeV"
816949,"",10.1007/s12043-009-0005-z,https://inspirehep.net/literature/816949,"Transverse spin and momentum correlations in quantum chromodynamics"
817105,0904.0410,10.1103/PhysRevD.79.094010,https://inspirehep.net/literature/817105,"Next-to-leading Order Calculation of the Single Transverse Spin Asymmetry in the Drell-Yan Process"
817762,"",10.1134/S1063778809010177,https://inspirehep.net/literature/817762,"Azimuthal anisotropy and formation of an extreme state of strongly interacting matter at the Relativistic Heavy-Ion Collider (RHIC)"
818224,0904.2727,10.1103/PhysRevD.80.054008,https://inspirehep.net/literature/818224,"Renormalization-group properties of transverse-momentum dependent parton distribution functions in the light-cone gauge with the Mandelstam-Leibbrandt prescription"
818310,0904.2973,10.1016/j.physletb.2009.05.048,https://inspirehep.net/literature/818310,"Modification of jet-like correlations in Pb-Au collisions at 158A-GeV/c"
818333,0904.3037,10.22323/1.080.0013,https://inspirehep.net/literature/818333,"Novel High Transverse Momentum Phenomena in Hadronic and Nuclear Collisions"
818459,"",10.1140/epjc/s10052-009-0978-2,https://inspirehep.net/literature/818459,"Understanding jet shapes with pi0 h+- correlations"
818834,0904.4150,10.1140/epjc/s10052-011-1687-1,https://inspirehep.net/literature/818834,"Restoration of k(T) factorization for low p(T) hadron hadroproduction"
819672,0905.1070,10.1103/PhysRevC.80.024909,https://inspirehep.net/literature/819672,"Systematic Studies of Elliptic Flow Measurements in Au+Au Collisions at s**(1/2) = 200-GeV"
819749,0905.1258,10.1103/PhysRevLett.103.072002,https://inspirehep.net/literature/819749,"Probing the nucleon's transversity and the photon's distribution amplitude in lepton pair photoproduction"
822469,0906.1454,10.1016/j.physletb.2009.10.099,https://inspirehep.net/literature/822469,"Semi-inclusive Deep Inelastic Scattering at small x"
823115,0906.2500,10.1103/PhysRevD.80.054023,https://inspirehep.net/literature/823115,"Normalizing Weak Boson Pair Production at the Large Hadron Collider"
823281,0906.2910,"",https://inspirehep.net/literature/823281,"EPS09 - Global NLO analysis of nuclear PDFs"
823705,0906.3776,"",https://inspirehep.net/literature/823705,"Understanding the Role of Jet and Underlying Event in p+p and d+Au Collisions from PHENIX at RHIC"
823754,0906.3918,10.1103/PhysRevLett.103.152002,https://inspirehep.net/literature/823754,"Observation of the Naive-T-odd Sivers Effect in Deep-Inelastic Scattering"
823887,0906.4231,10.1016/j.nuclphysa.2009.10.054,https://inspirehep.net/literature/823887,"EPS09 - Nuclear PDFs and Their Uncertainties at NLO"
825630,0907.2357,10.1103/PhysRevD.80.094004,https://inspirehep.net/literature/825630,"PDF Nuclear Corrections for Charged and Neutral Current Processes"
825956,0907.2942,10.1088/1126-6708/2009/11/093,https://inspirehep.net/literature/825956,"What can break the Wandzura-Wilczek relation?"
825971,0907.2973,10.1140/epjc/s10052-009-1196-7,https://inspirehep.net/literature/825971,"Systematic event generator tuning for the LHC"
826266,0907.3534,10.1393/ncr/i2009-10048-0,https://inspirehep.net/literature/826266,"Parton Propagation and Fragmentation in QCD Matter"
826491,"","",https://inspirehep.net/literature/826491,"W-pair production near threshold in unstable-particle effective theory"
826551,0907.3877,"",https://inspirehep.net/literature/826551,"Stueckelberg Axions and Anomalous Abelian Extensions of the Standard Model"
826560,0907.3897,10.22323/1.069.0002,https://inspirehep.net/literature/826560,"Soft Collinear Effective Theory: An Overview"
826647,0907.4062,10.1016/j.nuclphysa.2009.09.052,https://inspirehep.net/literature/826647,"Physics of Large-x Nuclear Suppression"
826901,0907.4606,10.1016/j.nuclphysa.2009.10.031,https://inspirehep.net/literature/826901,"Experimental Studies of Hadronization and Parton Propagation in the Space-Time Domain"
828015,0908.0880,10.1016/j.physletb.2010.01.076,https://inspirehep.net/literature/828015,"Jet quenching in the strongly-interacting quark-gluon plasma"
828163,0908.1283,10.1209/0295-5075/88/61001,https://inspirehep.net/literature/828163,"Intrinsic quark transverse momentum in the nucleon from lattice QCD"
828188,0908.1336,"",https://inspirehep.net/literature/828188,"The Drell-Yan process in NNLO QCD"
829121,0908.2766,10.1103/PhysRevD.81.014032,https://inspirehep.net/literature/829121,"The 3, 4, and 5-flavor NNLO Parton from Deep-Inelastic-Scattering Data and at Hadron Colliders"
829261,0908.3128,"",https://inspirehep.net/literature/829261,"Variable-Flavor-Number Scheme in Analysis of Heavy-Quark Electro-Production Data"
830113,0909.0268,10.1103/PhysRevD.81.074010,https://inspirehep.net/literature/830113,"Experimental consistency in parton distribution fitting"
830331,0909.0754,10.1103/PhysRevC.81.034907,https://inspirehep.net/literature/830331,"Radiative energy loss and v(2) spectra for viscous hydrodynamics"
830565,0909.1404,10.1103/PhysRevD.80.074032,https://inspirehep.net/literature/830565,"Analyzing the Boer-Mulders function within different quark models"
830958,0909.2124,10.1088/1126-6708/2009/11/099,https://inspirehep.net/literature/830958,"On non-singlet physical evolution kernels and large-x coefficient functions in perturbative QCD"
831002,0909.2238,10.1103/PhysRevD.81.054008,https://inspirehep.net/literature/831002,"Transverse momentum dependent quark distributions and polarized Drell-Yan processes"
831953,0909.4146,10.1016/j.nuclphysbps.2009.12.006,https://inspirehep.net/literature/831953,"Nuclear Suppression of Dileptons at Large-x(F)"
831960,0909.4159,10.1103/PhysRevD.81.034002,https://inspirehep.net/literature/831960,"A Phenomenological model for the Drell-Yan process Reexamined"
832505,0909.5327,10.1088/1126-6708/2009/12/022,https://inspirehep.net/literature/832505,"The a(T) distribution of the Z boson at hadron colliders"
832664,0909.5650,10.1103/PhysRevD.81.036010,https://inspirehep.net/literature/832664,"On the importance of Lorentz structure in the parton model: Target mass corrections, transverse momentum dependence, positivity bounds"
832907,0910.0467,10.1103/PhysRevD.81.094035,https://inspirehep.net/literature/832907,"Factorization at the LHC: From PDFs to Initial State Jets"
833129,0910.1029,10.1103/PhysRevD.81.012002,https://inspirehep.net/literature/833129,"Double-Helicity Dependence of Jet Properties from Dihadrons in Longitudinally Polarized $p+p$~Collisions at $\sqrt{s}$~=~200~GeV"
834212,0910.3108,10.1142/S0217732309001121,https://inspirehep.net/literature/834212,"Renormalization-group anatomy of transverse-momentum dependent parton distribution functions in QCD"
834244,0910.3181,10.1142/S0217732309001200,https://inspirehep.net/literature/834244,"Insights on non-perturbative aspects of TMDs from models"
834830,0910.4182,10.1007/978-3-642-24040-9,https://inspirehep.net/literature/834830,"Lectures on LHC Physics"
835438,0910.5420,10.1103/PhysRevD.81.034029,https://inspirehep.net/literature/835438,"The Fractured Boer-Mulders Effect in the Production of Polarized Baryons"
835886,0911.0572,10.22323/1.084.0340,https://inspirehep.net/literature/835886,"WINHAC: The Monte Carlo event generator for single W-boson production in hadronic collisions"
836174,0911.1031,"",https://inspirehep.net/literature/836174,"Understanding the evolution of transverse-momentum dependent parton densities"
836470,0911.1744,10.1103/PhysRevD.81.034007,https://inspirehep.net/literature/836470,"Single spin asymmetries in l p ---> h X processes: A Test of factorization"
836585,0911.1974,10.1088/0954-3899/37/2/023101,https://inspirehep.net/literature/836585,"Understanding the proton's spin structure"
836713,0911.2254,10.1103/PhysRevD.81.034016,https://inspirehep.net/literature/836713,"New parton distributions from large-$x$ and low-$Q^2$ data"
836737,0911.2329,10.1007/JHEP01(2010)060,https://inspirehep.net/literature/836737,"Radiative corrections to the neutral-current Drell-Yan process in the Standard Model and its minimal supersymmetric extension"
836929,0911.2710,10.1103/PhysRevD.80.111107,https://inspirehep.net/literature/836929,"Determination of the strong coupling constant from the inclusive jet cross section in $p\bar{p}$ collisions at sqrt(s)=1.96 TeV"
836952,0911.2773,10.1103/PhysRevD.80.111108,https://inspirehep.net/literature/836952,"Longitudinal double-spin asymmetry and cross section for inclusive neutral pion production at midrapidity in polarized proton collisions at $\sqrt{s}=200$ GeV"
838370,0911.5493,10.1140/epja/i2013-13042-7,https://inspirehep.net/literature/838370,"Effects of azimuth-symmetric acceptance cutoffs on the measured asymmetry in unpolarized Drell-Yan fixed target experiments"
838580,0912.0244,10.1103/PhysRevC.81.034911,https://inspirehep.net/literature/838580,"Detailed measurement of the $e^+ e^-$ pair continuum in $p+p$ and Au+Au collisions at $\sqrt{s_{NN}} = 200$ GeV and implications for direct photon production"
839169,0912.1319,10.1103/PhysRevD.81.054020,https://inspirehep.net/literature/839169,"Single transverse spin asymmetry of dilepton production near Z0 pole"
839470,0912.1871,10.1103/PhysRevC.82.034909,https://inspirehep.net/literature/839470,"Studying Parton Energy Loss in Heavy-Ion Collisions via Direct-Photon and Charged-Particle Azimuthal Correlations"
839513,0912.2031,10.1103/PhysRevD.81.034023,https://inspirehep.net/literature/839513,"Updating Boer-Mulders functions from unpolarized pd and pp Drell-Yan data"
839540,0912.2082,10.1103/PhysRevD.82.012001,https://inspirehep.net/literature/839540,"Transverse momentum dependence of J/psi polarization at midrapidity in p+p collisions at s**(1/2) = 200-GeV"
840781,0912.3872,10.1140/epja/i2010-11006-1,https://inspirehep.net/literature/840781,"Azimuthal asymmetries in exclusive four-particle 'Drell-Yan' events"
841020,0912.4498,10.1103/PhysRevC.81.064911,https://inspirehep.net/literature/841020,"Centrality, Rapidity and Transverse-Momentum Dependence of Cold Nuclear Matter Effects on J/Psi Production in d Au, Cu Cu and Au Au Collisions at s(NN)**(1/2) = 200-GeV"
841401,0912.5399,10.1142/S0217732309001170,https://inspirehep.net/literature/841401,"Final State Interactions and the Transverse Structure of the Pion"
845085,1002.1307,10.1103/PhysRevD.82.054012,https://inspirehep.net/literature/845085,"Factorization of Boosted Multijet Processes for Threshold Resummation"
845672,1002.2213,10.1007/JHEP09(2010)005,https://inspirehep.net/literature/845672,"The Quark Beam Function at NNLL"
846228,1002.3921,10.1007/JHEP08(2010)130,https://inspirehep.net/literature/846228,"Leading-Order Determination of the Gluon Polarization from high-p(T) Hadron Electroproduction"
846298,1002.4393,10.1016/j.physletb.2010.05.037,https://inspirehep.net/literature/846298,"Momentum sum rules for fragmentation functions"
846542,1002.4407,10.1016/j.nuclphysb.2010.05.008,https://inspirehep.net/literature/846542,"A first unbiased global NLO determination of parton distributions and their uncertainties"
846839,1002.4666,10.1103/RevModPhys.82.2991,https://inspirehep.net/literature/846839,"Distribution Functions of the Nucleon and Pion in the Valence Region"
847380,1003.0482,10.1103/PhysRevLett.105.062001,https://inspirehep.net/literature/847380,"Non-Universality of Transverse Momentum Dependent Parton Distributions at Small-x"
848042,1003.1482,10.1016/j.physletb.2010.05.072,https://inspirehep.net/literature/848042,"Gauge invariance, causality and gluonic poles"
848363,1003.2190,10.1103/PhysRevD.81.094019,https://inspirehep.net/literature/848363,"Intrinsic transverse parton momenta in deeply inelastic reactions"
849050,1003.3124,10.1016/j.physletb.2010.03.064,https://inspirehep.net/literature/849050,"Charged-particle multiplicities in $pp$ interactions at $\sqrt{s}=900$ GeV measured with the ATLAS detector at the LHC"
849705,1003.4506,"",https://inspirehep.net/literature/849705,"Suppression of Contributions from Large-Parton-Number Fok States to T-odd Distribution Functions in Drell-Yan Scattering Involving Small-X Annihilating Quark and Antiquark"
849885,1003.4549,10.1103/PhysRevLett.105.262002,https://inspirehep.net/literature/849885,"Measurement of Single and Double Spin Asymmetries in Deep Inelastic Pion Electroproduction with a Longitudinally Polarized Target"
850211,1003.5586,10.1103/PhysRevLett.105.062301,https://inspirehep.net/literature/850211,"Elliptic and hexadecapole flow of charged hadrons in Au+Au collisions at $\sqrt{s_{NN}}=200$ GeV"
852043,1004.2591,10.1088/0954-3899/38/2/025105,https://inspirehep.net/literature/852043,"Dilepton production by dynamical quasiparticles in the strongly interacting quark gluon plasma"
852080,1004.2489,10.1103/PhysRevLett.105.092002,https://inspirehep.net/literature/852080,"N-Jettiness: An Inclusive Event Shape to Veto Jets"
852203,1004.2770,"",https://inspirehep.net/literature/852203,"Duality of Thermal and Dynamical Descriptions in Particle Interactions"
852260,1004.3532,10.1103/PhysRevC.83.024909,https://inspirehep.net/literature/852260,"Nuclear modification factors of $\phi$ mesons in $d+$Au, Cu+Cu and Au+Au collisions at sqrt(S_NN) =200 GeV"
852436,1004.3069,10.1088/1742-6596/230/1/012032,https://inspirehep.net/literature/852436,"Dileptons from the nonequilibrium Quark-Gluon Plasma"
852527,1004.3697,10.1016/j.nuclphysb.2010.07.013,https://inspirehep.net/literature/852527,"Wilson lines in transverse-momentum dependent parton distribution functions with spin degrees of freedom"
852545,1004.3653,10.1007/JHEP06(2010)094,https://inspirehep.net/literature/852545,"Calculation of the quark and gluon form factors to three loops in QCD"
852892,1004.4183,10.1103/PhysRevD.81.114030,https://inspirehep.net/literature/852892,"Quark-gluon correlation functions relevant to single transverse spin asymmetries"
853190,"",10.1103/PhysRevD.81.054015,https://inspirehep.net/literature/853190,"Backward dilepton production in color dipole and parton models"
855146,1005.3567,10.1016/j.physletb.2010.08.023,https://inspirehep.net/literature/855146,"Event-by-Event Jet Quenching"
855177,1005.3531,"",https://inspirehep.net/literature/855177,"Production of soft $e^+e^-$ Pairs in Heavy Ion Collisions at RHIC by Semi-coherent Two Photon Processes"
855212,1005.3457,10.1103/PhysRevD.82.074018,https://inspirehep.net/literature/855212,"Tuning Monte Carlo Generators: The Perugia Tunes"
855261,1005.3321,10.1063/1.3479332,https://inspirehep.net/literature/855261,"QCD dynamics in mesons at soft and hard scales"
855263,1005.3315,10.1063/1.3622693,https://inspirehep.net/literature/855263,"Soft and Hard scale QCD Dynamics in Mesons"
855526,1005.2830,10.1142/S0217732311036772,https://inspirehep.net/literature/855526,"Twist Three Distribution $f_\perp(x,k^\perp)$ in Light-front Hamiltonian Approach"
856126,1005.4060,10.1103/PhysRevLett.106.032001,https://inspirehep.net/literature/856126,"The Beam Thrust Cross Section for Drell-Yan at NNLL Order"
856131,0908.3914,10.1016/j.physletb.2010.06.043,https://inspirehep.net/literature/856131,"Measurement of $d\sigma/dy$ of Drell-Yan $e^+e^-$ pairs in the $Z$ Mass Region from $p\bar{p}$ Collisions at $\sqrt{s}=1.96$ TeV"
856259,1005.4916,10.1103/PhysRevC.82.011902,https://inspirehep.net/literature/856259,"Transverse momentum dependence of ${\eta}$ meson suppression in Au$+$Au collisions at $\sqrt{{s}_{\mathit{NN}}}=200$ GeV"
856461,1005.4979,10.1103/PhysRevC.82.034910,https://inspirehep.net/literature/856461,"Azimuthal anisotropy: transition from hydrodynamic flow to jet suppression"
856698,1005.5416,10.1016/j.physletb.2010.06.028,https://inspirehep.net/literature/856698,"In-medium hadronization in the deconfined matter at RHIC and LHC"
857921,1006.2314,10.1016/j.nuclphysbps.2010.08.014,https://inspirehep.net/literature/857921,"High-energy resummation at the LHC: The Case of Drell-Yan processes"
857993,1006.2144,10.1007/JHEP09(2010)084,https://inspirehep.net/literature/857993,"Giant QCD K-factors beyond NLO"
858320,1006.3042,10.1103/PhysRevC.82.024901,https://inspirehep.net/literature/858320,"$J/\Psi$ production in nuclear collisions: Theoretical approach to measuring the transport coefficient"
858616,1006.3097,10.1016/j.physletb.2011.04.042,https://inspirehep.net/literature/858616,"Transverse spin asymmetries for W-production in proton-proton collisions"
858845,1006.3740,10.1103/PhysRevLett.105.142301,https://inspirehep.net/literature/858845,"Azimuthal anisotropy of neutral pion production in Au+Au collisions at $\sqrt(s_NN)$ = 200 GeV: Path-length dependence of jet quenching and the role of initial geometry"
859610,1006.5432,10.1103/PhysRevLett.105.072002,https://inspirehep.net/literature/859610,"Midrapidity antiproton-to-proton ratio in pp collisions at $\sqrt{s} = 0.9$ and $7$~TeV measured by the ALICE experiment"
859758,1006.5701,10.1142/9789814374125_0009,https://inspirehep.net/literature/859758,"Results from RHIC with Implications for LHC"
861204,1007.2351,10.1016/j.physletb.2010.12.024,https://inspirehep.net/literature/861204,"Production of Drell-Yan lepton pairs in hadron collisions: Transverse-momentum resummation at next-to-next-to-leading logarithmic accuracy"
862220,1007.3916,10.1103/PhysRevC.83.042201,https://inspirehep.net/literature/862220,"Pion-induced Drell-Yan processes and the flavor-dependent EMC effect"
862264,1007.3773,10.1103/PhysRevD.83.053007,https://inspirehep.net/literature/862264,"Transverse Momentum Distributions from Effective Field Theory with Numerical Results"
862424,1007.4005,10.1140/epjc/s10052-011-1665-7,https://inspirehep.net/literature/862424,"Drell-Yan Production at Small $q_T$, Transverse Parton Distributions and the Collinear Anomaly"
862626,1007.4395,10.1103/PhysRevD.82.094021,https://inspirehep.net/literature/862626,"Endpoint behavior of high-energy scattering cross sections"
862639,1007.4362,10.1016/j.nuclphysb.2011.05.010,https://inspirehep.net/literature/862639,"Holographic model for dilepton production in p-p collisions"
863740,1007.5469,10.1103/PhysRevC.82.034913,https://inspirehep.net/literature/863740,"Triangular flow in hydrodynamics and transport theory"
864204,1008.0625,10.1103/PhysRevC.82.041901,https://inspirehep.net/literature/864204,"Triangular flow in event-by-event ideal hydrodynamics in Au+Au collisions at $\sqrt{s_{\rm NN}}=200A$ GeV"
864283,1008.0438,10.1142/9789814329569_0032,https://inspirehep.net/literature/864283,"Studies of TMDs at COMPASS"
864674,1008.1181,10.22323/1.106.0284,https://inspirehep.net/literature/864674,"Moments of GPDs and transverse-momentum dependent PDFs from the lattice"
865373,1008.2652,10.1103/PhysRevD.82.094010,https://inspirehep.net/literature/865373,"Drell-Yan process at forward rapidity at the LHC"
865584,1008.3105,10.1016/j.physletb.2010.08.055,https://inspirehep.net/literature/865584,"Prompt $K^0_s$ production in $pp$ collisions at $\sqrt{s}=0.9~\rm{TeV}$"
866313,1008.4432,10.1103/PhysRevD.82.114009,https://inspirehep.net/literature/866313,"Initial and Final State Interaction Effects in Small-$x$ Quark Distributions"
866554,1008.5125,"",https://inspirehep.net/literature/866554,"Hadron transverse momentum distributions and TMD studies"
866705,1008.5399,10.1007/JHEP04(2011)024,https://inspirehep.net/literature/866705,"Automating the POWHEG method in Sherpa"
866728,1008.5322,10.1103/PhysRevD.83.074008,https://inspirehep.net/literature/866728,"Semiinclusive DIS cross sections and spin asymmetries in the quantum statistical parton distributions approach"
867171,1009.1127,10.1007/JHEP08(2011)123,https://inspirehep.net/literature/867171,"NLO matrix elements and truncated showers"
867461,1009.2481,10.1103/PhysRevLett.105.252003,https://inspirehep.net/literature/867461,"Soft-gluon resummation and the valence parton distribution function of the pion"
868032,1009.1477,10.3204/DESY-PROC-2010-01/237,https://inspirehep.net/literature/868032,"Next-to-leading order matrix elements and truncated showers"
868760,1009.3423,10.1103/PhysRevD.82.114025,https://inspirehep.net/literature/868760,"Azimuthal asymmetries in unpolarized Drell-Yan processes and the Boer-Mulders distributions of antiquarks"
868889,1009.3803,10.1140/epjp/i2011-11002-4,https://inspirehep.net/literature/868889,"Transverse Spin Structure of the Nucleon through Target Single Spin Asymmetry in Semi-Inclusive Deep-Inelastic $(e,e^\prime \pi^\pm)$ Reaction at Jefferson Lab"
868952,1009.3610,"",https://inspirehep.net/literature/868952,"Comment on `Nonuniversality of Transverse Momentum Dependent Parton Distributions at Small x'"
870935,1009.4864,10.1103/PhysRevD.82.112008,https://inspirehep.net/literature/870935,"Measurement of Transverse Single-Spin Asymmetries for $J/\psi$ Production in Polarized $p+p$ Collisions at $\sqrt{s} = 200$ GeV"
871366,1009.5908,10.1140/epjc/s10052-010-1512-2,https://inspirehep.net/literature/871366,"Measurement of Inclusive Jet and Dijet Cross Sections in Proton-Proton Collisions at 7 TeV Centre-of-Mass Energy with the ATLAS Detector"
871438,1009.5707,10.22323/1.119.0057,https://inspirehep.net/literature/871438,"Generalized Transverse-Momentum Dependent Parton Distributions in Light-Cone Quark Models"
871444,1009.5691,10.1016/j.nuclphysb.2011.01.023,https://inspirehep.net/literature/871444,"Soft gluon resummation of Drell-Yan rapidity distributions: Theory and phenomenology"
871900,1010.1027,10.1007/JHEP07(2011)077,https://inspirehep.net/literature/871900,"On Glauber modes in Soft-Collinear Effective Theory"
872641,1010.1934,10.22323/1.119.0053,https://inspirehep.net/literature/872641,"Role and Properties of Wilson Lines in Transverse-Momentum-Dependent Parton Distribution Functions"
872659,1010.1860,10.1007/JHEP01(2011)141,https://inspirehep.net/literature/872659,"Next-to-Eikonal Corrections to Soft Gluon Radiation: A Diagrammatic Approach"
872700,1010.2743,10.1016/j.nuclphysb.2011.01.001,https://inspirehep.net/literature/872700,"Small x resummation of rapidity distributions: The Case of Higgs production"
873414,1010.3708,10.1016/j.physletb.2011.09.045,https://inspirehep.net/literature/873414,"A possible determination of the quark radiation length in cold nuclear matter"
873616,1010.4463,10.1142/S0217751X1250008X,https://inspirehep.net/literature/873616,"On correlations in high-energy hadronic processes and the CMS ridge: A manifestation of quantum entanglement?"
874556,1010.5196,10.1103/PhysRevC.82.054908,https://inspirehep.net/literature/874556,"Energy dependence of elliptic flow from heavy-ion collision models"
874714,1010.6058,10.1103/PhysRevD.83.075012,https://inspirehep.net/literature/874714,"Z' physics with early LHC data"
875383,1011.0909,10.1016/j.ppnp.2010.07.003,https://inspirehep.net/literature/875383,"Transverse-spin and transverse-momentum effects in high-energy processes"
877029,1011.2692,10.1103/PhysRevD.83.034021,https://inspirehep.net/literature/877029,"Azimuthal asymmetries for hadron distributions inside a jet in hadronic collisions"
877457,1011.3750,10.1103/PhysRevC.83.021903,https://inspirehep.net/literature/877457,"The effect of triangular flow on di-hadron azimuthal correlations in relativistic heavy ion collisions"
877524,1011.3540,10.1016/j.cpc.2011.06.008,https://inspirehep.net/literature/877524,"FEWZ 2.0: A code for hadronic Z production at next-to-next-to-leading order"
878092,1011.4260,"",https://inspirehep.net/literature/878092,"Parton Distribution Function sensitivity studies using electroweak processes at LHCb"
878654,1011.6361,10.1103/PhysRevLett.106.102301,https://inspirehep.net/literature/878654,"Directed flow at midrapidity in heavy-ion collisions"
878670,1011.6328,10.1103/PhysRevC.83.031901,https://inspirehep.net/literature/878670,"Initial indications for the production of a strongly coupled plasma in Pb+Pb collisions at $\sqrt{s_{NN}} = 2.76$ TeV"
878725,1011.6203,10.1088/1742-6596/295/1/012057,https://inspirehep.net/literature/878725,"Gauge invariance, gluonic poles and single spin asymmetry in Drell-Yan processes"
878863,1011.5773,10.1016/j.physletb.2011.01.013,https://inspirehep.net/literature/878863,"Collective flow and long-range correlations in relativistic heavy ion collisions"
878904,1012.0286,10.1103/PhysRevLett.106.122301,https://inspirehep.net/literature/878904,"Nuclear Corrections in Neutrino-Nucleus DIS and Their Compatibility with Global NPDF Analyses"
879137,1012.0553,10.1063/1.3579428,https://inspirehep.net/literature/879137,"New Perspectives for QCD Physics at the LHC"
