cn,arxiv_id,doi,inspire_url,title
714455,hep-ph/0604131,"",https://inspirehep.net/literature/714455,"Can collisional energy loss explain nuclear suppression factor for light hadrons?"
714906,hep-ph/0604177,10.1103/PhysRevD.74.014004,https://inspirehep.net/literature/714906,"Drell-Yan lepton angular distribution at small transverse momentum"
716284,hep-ph/0605068,10.1016/j.nuclphysb.2006.07.002,https://inspirehep.net/literature/716284,"Resummation of threshold logarithms in effective field theory for DIS, Drell-Yan and Higgs production"
716448,nucl-th/0605019,10.1103/PhysRevC.74.044901,https://inspirehep.net/literature/716448,"Azimuthal flow of decay photons in relativistic nuclear collisions"
717577,hep-ph/0605241,"",https://inspirehep.net/literature/717577,"QCD at hadron colliders and in Ultra High Energy Cosmic Rays"
719255,hep-ex/0606029,10.1140/epjc/s10052-006-0166-6,https://inspirehep.net/literature/719255,"Charged Pion Production in p+C Collisions at 158-GeV/c Beam Momentum: Discussion"
719597,hep-ph/0606195,10.1103/PhysRevD.74.057501,https://inspirehep.net/literature/719597,"Study on the feasibility of a precise measurement of the tau dependence of the cross sections for Drell-Yan experiments at moderate energies"
719690,hep-ph/0606211,10.1103/PhysRevD.74.114002,https://inspirehep.net/literature/719690,"Crossed Threshold Resummation"
721720,hep-ph/0607184,10.1142/S0217732307024152,https://inspirehep.net/literature/721720,"The QCD parton model: A Useful approximation"
722539,hep-ph/0607305,10.1103/PhysRevD.75.014016,https://inspirehep.net/literature/722539,"Next-to-leading order vs. quark off-shellness and intrinsic k(T) in the Drell-Yan process"
723806,"","",https://inspirehep.net/literature/723806,"QCD resummation of soft gluons in effective field theory"
724072,hep-ph/0608211,10.1103/PhysRevD.74.094011,https://inspirehep.net/literature/724072,"Constraints on the gluon Sivers distribution via transverse single spin asymmetries at mid-rapidity in p(up) p ---> pi0 X processes at RHIC"
724861,hep-ph/0608308,10.1016/j.nuclphysb.2007.01.005,https://inspirehep.net/literature/724861,"QCD threshold corrections to di-lepton and Higgs rapidity distributions beyond $N^{2}$ LO"
724926,hep-ph/0702006,10.1016/j.physletb.2006.06.053,https://inspirehep.net/literature/724926,"Flavor separation of the Boer-Mulders function from unpolarized pi- p and pi- D Drell-Yan processes"
725504,hep-ph/0609066,10.1103/PhysRevD.76.074015,https://inspirehep.net/literature/725504,"Drell-Yan production and Lam-Tung relation in the color glass condensate formalism"
725576,hep-ph/0609073,10.1016/j.physletb.2006.10.064,https://inspirehep.net/literature/725576,"Threshold resummation of Drell-Yan rapidity distributions"
725660,hep-ph/0609080,10.1103/PhysRevD.74.094008,https://inspirehep.net/literature/725660,"Single-Spin Observables and Orbital Structures in Hadronic Distributions"
726279,hep-ph/0609170,10.1088/1126-6708/2006/12/016,https://inspirehep.net/literature/726279,"Precision electroweak calculation of the charged current Drell-Yan process"
727381,hep-ph/0609309,10.1103/PhysRevD.74.111901,https://inspirehep.net/literature/727381,"Infrared finite coupling in Sudakov resummation: The Precise set-up"
727597,hep-ph/0610012,"",https://inspirehep.net/literature/727597,"Tevatron-for-LHC Report of the QCD Working Group"
729417,hep-ph/0610236,10.1103/PhysRevD.74.094018,https://inspirehep.net/literature/729417,"Single transverse-spin asymmetries at large-x"
729616,hep-ph/0610268,"",https://inspirehep.net/literature/729616,"QCD branch in SANC"
729695,hep-ex/0610068,10.1016/j.nuclphysb.2006.10.027,https://inspirehep.net/literature/729695,"A New measurement of the Collins and Sivers asymmetries on a transversely polarised deuteron target"
729834,hep-ph/0610317,10.1088/0954-3899/34/7/002,https://inspirehep.net/literature/729834,"Effective role of unpolarized nonvalence partons in Drell-Yan single spin asymmetries"
731134,nucl-ex/0611007,10.1103/PhysRevC.76.034904,https://inspirehep.net/literature/731134,"A Detailed Study of High-p(T) Neutral Pion Suppression and Azimuthal Anisotropy in Au+Au Collisions at s(NN)**(1/2) = 200-GeV"
731418,hep-ph/0611148,10.1088/0034-4885/70/1/R02,https://inspirehep.net/literature/731418,"Hard Interactions of Quarks and Gluons: A Primer for LHC Physics"
732097,nucl-ex/0611031,10.1103/PhysRevC.75.051902,https://inspirehep.net/literature/732097,"Production of omega mesons at Large Transverse Momenta in p + p and d + Au Collisions at s**(1/2)(NN) = 200-GeV"
733894,hep-ph/0612094,10.1103/PhysRevD.76.034020,https://inspirehep.net/literature/733894,"Drell-Yan processes, transversity and light-cone wavefunctions"
734018,hep-ph/0612117,10.1016/j.physletb.2007.01.044,https://inspirehep.net/literature/734018,"Master Formula for Twist-3 Soft-Gluon-Pole Mechanism to Single Transverse-Spin Asymmetry"
735722,hep-ph/0612350,10.1140/epjc/s10052-006-0174-6,https://inspirehep.net/literature/735722,"The cos 2 phi asymmetry of Drell-Yan and J/psi production in unpolarized p anti-p scattering"
735727,hep-ph/0612355,"",https://inspirehep.net/literature/735727,"QCD Studies at Hadron Colliders and in Deeply Virtual Neutrino Scattering"
741623,hep-ph/0701015,10.1103/PhysRevC.75.064905,https://inspirehep.net/literature/741623,"Cronin effect in the Drell-Yan reaction"
743062,hep-ph/0701202,10.1016/j.nuclphysb.2007.03.052,https://inspirehep.net/literature/743062,"Threshold Resummation for Slepton-Pair Production at Hadron Colliders"
743460,hep-ph/0701255,10.1103/PhysRevD.75.014026,https://inspirehep.net/literature/743460,"Transverse spin effects of sea quarks in unpolarized nucleons"
743768,hep-ph/0702035,"",https://inspirehep.net/literature/743768,"A New contribution to the nuclear modification factor of non-photonic electrons in Au+Au collisions at s(NN)**(1/2) = 200 GeV"
744802,hep-ph/0702186,"",https://inspirehep.net/literature/744802,"A nuclear-style mean field model for the Sivers effect in nucleon-hadron single spin asymmetries and Drell-Yan"
745149,hep-ph/0702244,10.1088/1126-6708/2007/08/030,https://inspirehep.net/literature/745149,"NNLO Logarithmic Expansions and Precise Determinations of the Neutral Currents near the Z Resonance at the LHC: The Drell-Yan case"
745157,nucl-ex/0702048,10.1142/S0218301307009063,https://inspirehep.net/literature/745157,"Mapping out the jet correlation landscape: A Perspective from PHENIX experiment"
745968,hep-ph/0703079,10.1016/j.nuclphysb.2007.04.022,https://inspirehep.net/literature/745968,"Soft gluon corrections to double transverse-spin asymmetries for small-Q(T) dilepton production at RHIC and J-PARC"
745992,nucl-th/0703019,10.1103/PhysRevC.76.041902,https://inspirehep.net/literature/745992,"Jet modification in three dimensional fluid dynamics at next-to-leading twist"
746646,hep-ph/0703176,10.1103/PhysRevD.76.034002,https://inspirehep.net/literature/746646,"Relations between generalized and transverse momentum dependent parton distributions"
747425,hep-ph/0703293,"",https://inspirehep.net/literature/747425,"Colour modification of effective T-odd distributions"
748795,0704.2292,10.1103/PhysRevD.75.094012,https://inspirehep.net/literature/748795,"Double transverse spin asymmetry in the p up anti-p up Drell-Yan process from Sivers functions"
749486,0704.3621,10.1088/0954-3899/34/7/S06,https://inspirehep.net/literature/749486,"Exploring the Partonic Structure of Hadrons through the Drell-Yan Process"
750627,0705.2141,10.1103/PhysRevD.75.114014,https://inspirehep.net/literature/750627,"$k_{T}$ factorization is violated in production of high-transverse-momentum particles in hadron-hadron collisions"
750807,0705.2481,10.1143/PTP.118.371,https://inspirehep.net/literature/750807,"Single longitudinal-spin asymmetries in lepton-pair production at RHIC and J-PARC"
750843,0705.2575,10.1103/PhysRevC.76.064907,https://inspirehep.net/literature/750843,"Radiative jet energy loss in a three-dimensional hydrodynamical medium and high pT azimuthal asymmetry of pi0 suppression at mid and forward rapidity in Au+Au collisions at sNN=200 GeV"
752237,0706.0459,10.1016/j.physletb.2007.07.040,https://inspirehep.net/literature/752237,"Update of parton distributions at NNLO"
752700,0706.1196,10.1103/PhysRevD.76.074029,https://inspirehep.net/literature/752700,"Single Transverse-Spin Asymmetry in Hadronic Dijet Production"
752705,0706.1206,10.1088/1126-6708/2007/09/002,https://inspirehep.net/literature/752705,"Constant terms in threshold resummation and the quark form factor"
754815,0707.0423,10.1134/S1063776108030096,https://inspirehep.net/literature/754815,"Inverse bremsstrahlung contributions to Drell-Yan like processes"
755809,0707.2066,10.1103/PhysRevD.76.094012,https://inspirehep.net/literature/755809,"High $p_{T}$ Top Quarks at the Large Hadron Collider"
755974,0707.2452,10.1016/j.physletb.2007.09.060,https://inspirehep.net/literature/755974,"A New prescription for soft gluon resummation"
756344,0707.3042,"",https://inspirehep.net/literature/756344,"Correlation decay, hidden degrees of freedom, and T-odd effects, in presence of small factorization breaking interactions, in Drell-Yan scattering"
756396,0707.3150,10.1016/j.physletb.2007.09.008,https://inspirehep.net/literature/756396,"Angular distribution of leptons from the decay of massive vector bosons"
757477,"",10.1088/0954-3899/34/7/S08,https://inspirehep.net/literature/757477,"The spin structure of the nucleon"
757572,0708.0578,10.1103/PhysRevD.76.074006,https://inspirehep.net/literature/757572,"Transverse momentum dependence of the angular distribution of the Drell-Yan process"
757685,"","",https://inspirehep.net/literature/757685,"Vector bosons in new phenomena searches"
758819,0708.3010,10.1140/epjc/s10052-007-0416-2,https://inspirehep.net/literature/758819,"Prospects of Open Charm Production at GSI-FAIR and J-PARC"
759562,0708.4398,10.1103/PhysRevD.76.094013,https://inspirehep.net/literature/759562,"Hadronic Dijet Imbalance and Transverse-Momentum Dependent Parton Distributions"
759947,0709.0614,10.1140/epjc/s10052-007-0462-9,https://inspirehep.net/literature/759947,"Dynamical parton distributions of the nucleon and very small-x physics"
760167,0709.1087,10.1016/j.physletb.2007.10.059,https://inspirehep.net/literature/760167,"Spin asymmetries in jet-hyperon production at LHC"
760379,0709.1390,10.1016/j.nuclphysb.2007.11.024,https://inspirehep.net/literature/760379,"Non-universality of transverse momentum dependent parton distribution functions"
760564,0709.1752,10.1143/PTP.118.581,https://inspirehep.net/literature/760564,"Transversely Polarized Drell-Yan Process and Soft Gluon Resummation in QCD"
760831,0709.2229,10.1142/9789812796950_0048,https://inspirehep.net/literature/760831,"Novel QCD Effects from Initial and Final State Interactions"
761171,0709.2826,10.3204/DESY-THESIS-2007-032,https://inspirehep.net/literature/761171,"Sudakov Resummation in QCD"
761191,0709.2877,10.1016/j.nuclphysb.2007.10.022,https://inspirehep.net/literature/761191,"A Dispersive approach to Sudakov resummation"
761288,0709.3038,10.1103/PhysRevC.76.065207,https://inspirehep.net/literature/761288,"Determination of nuclear parton distribution functions and their uncertainties in next-to-leading order"
761943,"","",https://inspirehep.net/literature/761943,"Azimuthal Spin Asymmetries in Hadronic Processes"
762190,0709.3253,10.1103/PhysRevD.77.014023,https://inspirehep.net/literature/762190,"Are there approximate relations among transverse momentum dependent distribution functions?"
762845,0710.0680,10.1088/1126-6708/2008/07/030,https://inspirehep.net/literature/762845,"Dynamical Threshold Enhancement and Resummation in Drell-Yan Production"
763443,0710.1567,10.1016/j.physletb.2008.01.014,https://inspirehep.net/literature/763443,"Implication of the overlap representation for modelling generalized parton distributions"
763445,0710.1569,10.1088/0954-3899/36/1/015007,https://inspirehep.net/literature/763445,"Intrinsic parton motion soft mechanisms and the longitudinal spin asymmetry A(LL) in high energy pp ---> pi X"
763627,0710.1722,10.1088/1126-6708/2007/10/109,https://inspirehep.net/literature/763627,"Precision electroweak calculation of the production of a high transverse-momentum lepton pair at hadron colliders"
763667,0710.1791,10.1134/S0021364007240010,https://inspirehep.net/literature/763667,"On duality of Drell-Yan and J/psi production processes"
763778,0710.1955,10.1103/PhysRevD.77.094001,https://inspirehep.net/literature/763778,"Renormalization, Wilson lines, and transverse-momentum dependent parton distribution functions"
766022,0710.5693,"",https://inspirehep.net/literature/766022,"Threshold resummation to any order in (1-x)"
766727,0711.0625,10.1140/epjc/s10052-008-0531-8,https://inspirehep.net/literature/766727,"One-loop corrections to the Drell--Yan process in SANC. (II). The Neutral current case"
766732,0711.0636,10.1016/j.physletb.2007.11.096,https://inspirehep.net/literature/766732,"On the Relation Between Mechanisms for Single-Transverse-Spin Asymmetries"
768686,0711.4295,"",https://inspirehep.net/literature/768686,"Transverse-momentum-dependent parton distribution function in soft-collinear effective theory"
769946,0712.1199,10.1088/1126-6708/2008/06/001,https://inspirehep.net/literature/769946,"A Model of non-perturbative gluon emission in an initial state parton shower"
771032,"","",https://inspirehep.net/literature/771032,"Robust track based alignment of the ATLAS silicon detectors and assessing parton distribution uncertainties in Drell-Yan processes"
771527,0712.4240,10.1103/PhysRevD.77.051502,https://inspirehep.net/literature/771527,"Single spin asymmetries in inclusive hadron production from semiinclusive DIS to hadronic collisions: Universality and phenomenology"
771566,0712.4328,10.1016/j.ppnp.2008.01.001,https://inspirehep.net/literature/771566,"Azimuthal and Single Spin Asymmetries in Hard Scattering Processes"
772856,"",10.1134/S1547477107060027,https://inspirehep.net/literature/772856,"Implementation of NLO QCD corrections into the framework of computer system SANC"
774606,"","",https://inspirehep.net/literature/774606,"Standard model precision tests at hadron colliders: Theoretical control on Drell Yan processes"
775762,"",10.22323/1.048.0013,https://inspirehep.net/literature/775762,"Drell-Yan processes at the LHC"
775772,"",10.22323/1.048.0041,https://inspirehep.net/literature/775772,"Soft gluon contributions to Drell-Yan and Higgs productions beyond NNLO"
776567,0801.0026,10.1016/j.physletb.2008.02.056,https://inspirehep.net/literature/776567,"Double-spin asymmetries for small-Q(T) Drell-Yan pair production in transversely polarized p anti-p collisions"
776711,0801.0434,10.1103/PhysRevD.77.125010,https://inspirehep.net/literature/776711,"The Transverse-momentum-dependent Parton Distribution Function and Jet Transport in Medium"
777211,0801.1665,10.1103/PhysRevC.77.064907,https://inspirehep.net/literature/777211,"Quantitative Constraints on the Opacity of Hot Partonic Matter from Semi-Inclusive Single High Transverse Momentum Pion Suppression in Au+Au collisions at s(NN)**(1/2) = 200-GeV"
777766,0801.2990,10.1103/PhysRevLett.101.222001,https://inspirehep.net/literature/777766,"Forward Neutral Pion Transverse Single Spin Asymmetries in p+p Collisions at s**(1/2) = 200-GeV"
778168,0801.4020,10.1103/PhysRevLett.101.232301,https://inspirehep.net/literature/778168,"Suppression pattern of neutral pions at high transverse momentum in Au$+$Au collisions at $\sqrt{s_{NN}}=$ 200 GeV and constraints on medium transport coefficients"
778396,0801.4545,10.1103/PhysRevC.78.014901,https://inspirehep.net/literature/778396,"Dihadron azimuthal correlations in Au$+$Au collisions at $\sqrt{s_{NN}}=$ 200 GeV"
778643,0802.0139,10.1088/1126-6708/2008/07/102,https://inspirehep.net/literature/778643,"An Improved global analysis of nuclear parton distribution functions including RHIC data"
778655,0802.0161,"",https://inspirehep.net/literature/778655,"Proton structure, Partons, QCD, DGLAP and beyond"
779326,0802.1792,10.1103/PhysRevD.78.015012,https://inspirehep.net/literature/779326,"Searching for Extra Z-prime from Strings and Other Models at the LHC with Leptoproduction"
779762,0802.2821,10.1016/j.nuclphysb.2008.05.011,https://inspirehep.net/literature/779762,"Wilson lines and transverse-momentum dependent parton distribution functions: A Renormalization-group analysis"
779778,0802.2904,10.1103/PhysRevD.77.114027,https://inspirehep.net/literature/779778,"Transverse momentum broadening of vector boson production in high energy nuclear collisions"
780755,0803.0678,"",https://inspirehep.net/literature/780755,"Standard Model Handles and Candles Working Group: Tools and Jets Summary Report"
781205,0803.1692,10.1103/PhysRevD.77.054011,https://inspirehep.net/literature/781205,"Extracting Boer-Mulders functions from p+D Drell-Yan processes"
783431,0804.2408,10.1016/j.nuclphysb.2008.06.011,https://inspirehep.net/literature/783431,"Angular dependences in inclusive two-hadron production at BELLE"
783961,0804.3545,10.5897/IJPS09.014,https://inspirehep.net/literature/783961,"Deep Inelastic Processes and the Equations of Motion"
784417,0804.4168,10.1103/PhysRevLett.104.132301,https://inspirehep.net/literature/784417,"Enhanced production of direct photons in Au+Au collisions at $\sqrt{s_{NN}}=200$ GeV and implications for the initial temperature"
784704,0804.4864,10.1088/0954-3899/35/10/104105,https://inspirehep.net/literature/784704,"Measurements of high p(T) identified particles v(2) and v(4) in s(NN) = 200-GeV Au+Au collisions by PHENIX"
785192,0805.1049,10.1088/1126-6708/2008/10/113,https://inspirehep.net/literature/785192,"Angular correlations in multi-jet final states from k-perpendicular - dependent parton showers"
785755,0805.2137,"",https://inspirehep.net/literature/785755,"Sivers effect at HERMES, COMPASS and CLAS12"
785831,0805.2289,10.1016/j.physletb.2008.08.049,https://inspirehep.net/literature/785831,"Drell-Yan double-spin asymmetry A(LT) in polarized p anti-p collisions: Wandzura-Wilczek contribution"
786236,0805.2975,10.1103/PhysRevD.78.032011,https://inspirehep.net/literature/786236,"Measurement of Azimuthal Asymmetries in Inclusive Production of Hadron Pairs in e+e- Annihilation at s**(1/2) = 10.58-GeV"
786320,0805.3165,10.1088/1126-6708/2008/08/038,https://inspirehep.net/literature/786320,"Generalized parton correlation functions for a spin-0 hadron"
786392,0805.3355,10.1103/PhysRevD.78.114024,https://inspirehep.net/literature/786392,"Transverse momentum dependent distribution function $h_{1T}^\perp$ and the single spin asymmetry $A_{UT}^{\sin(3\phi-\phi_S)}$"
786431,0805.3467,10.1016/j.physletb.2008.09.001,https://inspirehep.net/literature/786431,"Semi-inclusive Drell-Yan Process as a Factorization Analyzer"
787432,0805.4786,10.1088/1742-6596/110/2/022017,https://inspirehep.net/literature/787432,"Multi-jet production and k-dependent parton distributions"
787497,0806.0946,10.1016/j.nima.2008.05.006,https://inspirehep.net/literature/787497,"A Scheme for fast exploratory simulation of azimuthal asymmetries in Drell-Yan experiments at intermediate energies. The DY$\_$AB Monte Carlo event generator"
787567,0806.1134,10.1007/s12043-009-0007-x,https://inspirehep.net/literature/787567,"Non-collinearity in high energy processes"
787687,0806.1467,10.1088/1126-6708/2008/09/019,https://inspirehep.net/literature/787687,"Hadron and Photon Production in the Forward Region at RHIC and LHC"
787911,0806.1932,10.1016/j.physletb.2008.08.045,https://inspirehep.net/literature/787911,"Single Spin Asymmetries in Heavy Quark and Antiquark Productions"
788988,0806.3822,"",https://inspirehep.net/literature/788988,"Implementation of SANC EW corrections in WINHAC Monte Carlo generator"
789754,0807.0323,10.1103/PhysRevD.78.074010,https://inspirehep.net/literature/789754,"Transverse-momentum distributions in a diquark spectator model"
789859,0807.0503,10.1103/PhysRevD.78.034035,https://inspirehep.net/literature/789859,"cos(2phi) asymmetries in unpolarized semi-inclusive DIS"
790462,0807.1605,10.1063/1.3013043,https://inspirehep.net/literature/790462,"Forward Physics in Proton-Nucleus and Nucleus-Nucleus Collisions"
790486,0807.1680,10.1103/PhysRevC.78.037901,https://inspirehep.net/literature/790486,"Nuclear shadowing and prompt photons in hadronic collisions at ultrarelativistic energies"
790844,0807.2480,10.1140/epjc/s10052-008-0806-0,https://inspirehep.net/literature/790844,"Transversity and T-odd PDFs from Drell-Yan processes with p p, p D and D D collisions"
790999,0807.2825,10.1063/1.3013031,https://inspirehep.net/literature/790999,"Structure of the Nucleon Spin on the Light Cone"
791415,0807.3830,10.1016/j.nuclphysb.2008.09.041,https://inspirehep.net/literature/791415,"Borel resummation of transverse momentum distributions"
791645,0807.4412,10.1016/j.physletb.2008.09.037,https://inspirehep.net/literature/791645,"On next-to-eikonal corrections to threshold resummation for the Drell-Yan and DIS cross sections"
791986,"",10.1016/j.ppnp.2007.12.035,https://inspirehep.net/literature/791986,"Transverse spin structure of hadrons from lattice QCD"
792200,0808.0331,10.1016/j.physletb.2008.09.029,https://inspirehep.net/literature/792200,"Flavorful $Z^\prime$ signatures at LHC and ILC"
792372,0808.0682,10.1103/PhysRevC.80.014903,https://inspirehep.net/literature/792372,"Relativistic light-on-heavy nuclear collisions and the implied rapidity asymmetry"
792546,0808.0873,10.1063/1.3013083,https://inspirehep.net/literature/792546,"Jet correlations from unintegrated parton distributions"
792561,0808.0908,10.1103/PhysRevC.79.024901,https://inspirehep.net/literature/792561,"Systematic Comparison of Jet Energy-Loss Schemes in a realistic hydrodynamic medium"
792837,0808.1360,10.1103/PhysRevD.78.114007,https://inspirehep.net/literature/792837,"Parton transverse momenta and Drell-Yan dilepton production"
792897,0808.1567,10.1103/PhysRevD.80.074033,https://inspirehep.net/literature/792897,"Sivers Asymmetries for Inclusive Pion and Kaon Production in Deep-Inelastic Scattering"
792956,0808.1680,10.1103/PhysRevD.78.074016,https://inspirehep.net/literature/792956,"High-dimensional $Z^\prime$ phenomenology at hadron colliders"
793555,0808.2886,10.1142/9789814277785_0002,https://inspirehep.net/literature/793555,"Transversity Asymmetries"
793605,0808.3008,10.1103/PhysRevD.79.033013,https://inspirehep.net/literature/793605,"Origin of the Large Perturbative Corrections to Higgs Production at Hadron Colliders"
793861,0808.3629,10.1103/PhysRevD.78.114008,https://inspirehep.net/literature/793861,"Hyperon Polarization in Unpolarized Scattering Processes"
794007,0808.3982,10.1142/9789814277785_0026,https://inspirehep.net/literature/794007,"Pretzelosity distribution function h(1T)**perpendicular"
796530,0809.2262,10.1103/PhysRevD.79.034005,https://inspirehep.net/literature/796530,"Dilepton production from polarized hadron hadron collisions"
797220,0809.3743,10.1142/9789814277785_0015,https://inspirehep.net/literature/797220,"Sivers and Collins effects in polarized pp scattering processes"
797234,0809.3772,10.1016/j.nuclphysb.2009.01.016,https://inspirehep.net/literature/797234,"An Anomalous Extra Z Prime from Intersecting Branes with Drell-Yan and Direct Photons at the LHC"
797615,0809.4327,10.1103/PhysRevD.78.114009,https://inspirehep.net/literature/797615,"Azimuthal Asymmetry of pions in pp and pA collisions"
797836,0809.4811,10.1088/1126-6708/2008/11/090,https://inspirehep.net/literature/797836,"Partonic State and Single Transverse Spin Asymmetry in Drell-Yan Process"
799913,0810.3333,10.1103/PhysRevD.78.114013,https://inspirehep.net/literature/799913,"Accessing tri-gluon correlations in the nucleon via the single spin asymmetry in open charm production"
